epoch,accuracy,learning_rate,loss,macro_f1,val_accuracy,val_loss,val_macro_f1
0,0.44142335653305054,0.0010000000474974513,1.5262939929962158,0.43797820806503296,0.18703703582286835,3.4286091327667236,0.09995310753583908
1,0.720802903175354,0.0010000000474974513,0.7811667919158936,0.7202288508415222,0.41296297311782837,1.9843621253967285,0.4156963527202606
2,0.7979927062988281,0.0010000000474974513,0.5706814527511597,0.798250675201416,0.6925926208496094,0.8020344376564026,0.7056745290756226
3,0.8313868641853333,0.0010000000474974513,0.47651994228363037,0.831826388835907,0.835185170173645,0.4546719789505005,0.8446208238601685
4,0.854197084903717,0.0010000000474974513,0.4182371199131012,0.8551548719406128,0.8259259462356567,0.43725043535232544,0.8402848243713379
5,0.864051103591919,0.0010000000474974513,0.38387343287467957,0.8648115396499634,0.8333333134651184,0.43346595764160156,0.8475478291511536
6,0.8768247961997986,0.0010000000474974513,0.34826624393463135,0.8778249621391296,0.8370370268821716,0.41507595777511597,0.8413029909133911
7,0.8883211612701416,0.0010000000474974513,0.31705573201179504,0.8888550996780396,0.6111111044883728,1.1930991411209106,0.6149809956550598
8,0.8959854245185852,0.0010000000474974513,0.28878253698349,0.8968764543533325,0.8092592358589172,0.6283749938011169,0.829188883304596
9,0.9009124040603638,0.0010000000474974513,0.28004515171051025,0.9014907479286194,0.7592592835426331,0.7061865925788879,0.7644972801208496
10,0.9060218930244446,0.0010000000474974513,0.2620137333869934,0.906651496887207,0.8277778029441833,0.5204746127128601,0.8459658622741699
11,0.9193430542945862,0.0005000000237487257,0.22989881038665771,0.9196438789367676,0.8666666746139526,0.3443528413772583,0.8663395643234253
12,0.9246350526809692,0.0005000000237487257,0.20971637964248657,0.9251698851585388,0.8703703880310059,0.35875317454338074,0.8711124062538147
13,0.9255474209785461,0.0005000000237487257,0.19994878768920898,0.925845205783844,0.8592592477798462,0.36290600895881653,0.8620477318763733
14,0.9277372360229492,0.0005000000237487257,0.18822720646858215,0.9279237389564514,0.8740741014480591,0.31872332096099854,0.874385416507721
15,0.9324817657470703,0.0005000000237487257,0.1891079694032669,0.9327738881111145,0.8129629492759705,0.5099592804908752,0.8160303235054016
16,0.9368613362312317,0.0005000000237487257,0.17381446063518524,0.9370423555374146,0.8370370268821716,0.5321656465530396,0.8452265858650208
17,0.9465328454971313,0.0005000000237487257,0.15316927433013916,0.9468359351158142,0.8722222447395325,0.3328784704208374,0.8736451268196106
18,0.9470803141593933,0.0005000000237487257,0.15410977602005005,0.9473219513893127,0.8203703761100769,0.5933617353439331,0.8250831961631775
19,0.9434306621551514,0.0005000000237487257,0.15248709917068481,0.9435678720474243,0.8444444537162781,0.41421109437942505,0.8456258773803711
20,0.956204354763031,0.0002500000118743628,0.1251842975616455,0.9563723206520081,0.8740741014480591,0.3356880247592926,0.873664379119873
21,0.9602189660072327,0.0002500000118743628,0.11214832216501236,0.9603714346885681,0.8629629611968994,0.3795190453529358,0.8633148074150085
22,0.9604014754295349,0.0002500000118743628,0.11148044466972351,0.9605349898338318,0.8314814567565918,0.4870929718017578,0.8358563184738159
23,0.9627737402915955,0.0002500000118743628,0.10677416622638702,0.9627957344055176,0.8611111044883728,0.4158708155155182,0.8619303107261658
24,0.9662408828735352,0.0002500000118743628,0.09623706340789795,0.9662825465202332,0.8296296000480652,0.5644646883010864,0.8336073756217957
25,0.9686131477355957,0.0001250000059371814,0.0926818773150444,0.9687331914901733,0.8722222447395325,0.3511916697025299,0.8726479411125183
26,0.9709854125976562,0.0001250000059371814,0.08853962272405624,0.9710475206375122,0.8759258985519409,0.3569175601005554,0.8748067617416382
27,0.9766423106193542,0.0001250000059371814,0.07765787839889526,0.9766814112663269,0.8796296119689941,0.31070876121520996,0.878505289554596
28,0.9746350646018982,0.0001250000059371814,0.07738352566957474,0.9746716618537903,0.8907407522201538,0.33541610836982727,0.8900410532951355
29,0.9779196977615356,0.0001250000059371814,0.07288824766874313,0.9779642224311829,0.8722222447395325,0.32030007243156433,0.8702923655509949
30,0.9773722887039185,0.0001250000059371814,0.07036573439836502,0.977506697177887,0.8888888955116272,0.3376639783382416,0.8883342742919922
31,0.9766423106193542,0.0001250000059371814,0.06948705017566681,0.9767395853996277,0.8703703880310059,0.3384647071361542,0.8692248463630676
32,0.9784671664237976,0.0001250000059371814,0.06969226151704788,0.9785758256912231,0.8703703880310059,0.39520835876464844,0.8703471422195435
33,0.9821167588233948,0.0001250000059371814,0.06076817587018013,0.9822473526000977,0.8814814686775208,0.3490990996360779,0.8804678320884705
34,0.9850364923477173,6.25000029685907e-05,0.05664408206939697,0.9850139617919922,0.8703703880310059,0.34626778960227966,0.8693225979804993
35,0.9839416146278381,6.25000029685907e-05,0.05438341200351715,0.9839528799057007,0.8703703880310059,0.3602461516857147,0.870019257068634
36,0.9863138794898987,6.25000029685907e-05,0.050904568284749985,0.9863287210464478,0.8685185313224792,0.42193660140037537,0.8679800629615784
37,0.979744553565979,6.25000029685907e-05,0.05841581150889397,0.9797425866127014,0.8703703880310059,0.34158384799957275,0.8698058724403381
38,0.9837591052055359,6.25000029685907e-05,0.05463222786784172,0.983751118183136,0.8759258985519409,0.45142659544944763,0.8763324618339539
39,0.9846715331077576,3.125000148429535e-05,0.05202227830886841,0.9847058057785034,0.8777777552604675,0.4091976583003998,0.8769268989562988
40,0.9843065738677979,3.125000148429535e-05,0.05044272914528847,0.9844096899032593,0.8685185313224792,0.4077855944633484,0.8676329255104065
